question,document
"I see you recommend pinning dependency versions. What’s the best way to do that – should I just list all the packages in a file, or is there a specific format you need me to use (like `requirements.txt`)?",e5d8a2c761
I see you really recommend Python. But what if I’m super familiar with JavaScript? Is it *completely* out of the question to use that instead for the capstone project?,ea815eb858
"Okay, so using a different language is possible... but only if I have a really good reason. Could you give me an example of what kind of ‘strong reason’ we're talking about here?",ea815eb858
"The answer mentions needing super detailed documentation if I use another language. Like, *really* explaining everything? What level of detail are we talking about for the README file?",ea815eb858
"You gave the Go example with `go mod tidy` and `go run`. Does that mean I have to stick to command-line tools specifically, or can I use other build systems too if I’m using a different language?",ea815eb858
"Just to be clear – even if I *do* use Python, I still need to show the reviewer how to install everything and get it running on Windows, Mac, and Linux? It's not just about writing the code itself?",ea815eb858
"Hey, I'm working on my Capstone Project – where exactly can I look for examples of what successful projects from past Zoomcamps have looked like?",930286278d
I’m trying to get a better idea of what’s expected for the project. Could you point me to where I can see previous LLM Zoomcamp capstone projects that students have submitted?,930286278d
"Is there a central place where we can find all the completed LLM Zoomcamp Capstone Project submissions from previous years, like 2024 and 2025?",930286278d
I want to make sure my project is on track. Where can I see examples of past LLM Zoomcamp capstone projects so I know what kind of scope and quality is expected?,930286278d
"Can you tell me where I can find the repositories for previous LLM Zoomcamp Capstone Projects – specifically, the ones from 2024 and 2025?",930286278d
"Hey, I’m just starting to think about my Capstone Project idea. Do I *have* to tell anyone or make a reservation before I even start working on it?",897a350476
I'm wondering if it's okay to do something similar to projects from previous years – like the 2024 ones?  What’s the deal with that?,897a350476
"Okay, so I’m building my project and want some feedback. Where is the best place to ask for help or suggestions?",897a350476
"I saw you linked to past projects (2024 & 2025). Can you remind me what the key things are – like, does it *really* matter if my idea is similar to something that’s already been done?",897a350476
"Just a quick question: If I'm going for a similar project idea to those shown in the past projects, how do I make sure my submission still meets all the requirements?",897a350476
"Hey, I was wondering if we’re totally free to use WhatsApp or Telegram for our Capstone project instead of building a regular web app? Like, can we actually make a bot?",7318a90b14
"I saw the FAQ says we can use any interface – web app, CLI, even Slack! But honestly, I'm not sure how much work it would be to build something like a Telegram bot. Is that really doable?",7318a90b14
"The answer mentions no strict guidelines on the user interface, but what exactly *do* you mean by ‘evaluation criteria’?  Does that mean we can totally ignore making our project easy for people to use if we want?",7318a90b14
"So, just to be clear, the course doesn’t actually teach us how to build these different interfaces like a web app or a bot? We have to figure all of that out ourselves?",7318a90b14
"If I decide to go with a notebook interface for my project – is that still okay, as long as it meets the requirements and I can use an AI assistant?",7318a90b14
"Hey, I’m building a RAG project and need to get text out of some PDFs – like scanned ones. What are the best tools you guys recommend for doing that? Are there any specific ones that work really well with Markdown?",d8b28c47a0
"I've heard about different OCR options. Which one would you say is easiest to use for extracting text from images of documents, and does it handle complex layouts okay?",d8b28c47a0
"Okay, so the FAQ mentions docling, pymupdf4llm, and unstructured. Could you explain a little bit more about what each of those tools actually *does* when it comes to converting PDFs into usable data for my RAG project?",d8b28c47a0
I’m struggling with getting clean text from some older scanned PDFs – is pytesseract (Tesseract OCR) really the only option if the document doesn't have a text layer already?  What are the limitations there?,d8b28c47a0
"The link to preparing documents for RAG seems important. Can you tell me more about what’s involved in chunking and prepping the extracted text *after* I’ve used one of these tools, like docling or pymupdf4llm?",d8b28c47a0
"I saw that this workshop focuses on dlt. Can I actually *use* the materials we learn here for my own independent projects, like building something outside of just a Zoomcamp?",d850a0e7ea
"The FAQ mentions using the workshop content for other Zoomcamps – specifically the MLOps one.  So, basically, can I take what we’re learning and apply it to different Zoomcamp workshops too?",d850a0e7ea
"Okay, so dlt is open-source... does that mean I'm totally free to share these materials with my classmates or anyone else who wants to learn about data ingestion?",d850a0e7ea
"I just want to make sure I understand – the main point of using dlt here is just loading and storing data, right?  Is that really the core focus of this workshop?",d850a0e7ea
The FAQ says ‘feel free to ask questions.’ What kind of questions are we talking about? Should I be asking about the technical details or more general things?,d850a0e7ea
"I’m trying to get a DLT project going and I need to load data directly from the cloud – like, maybe Azure Blob Storage or something. What's the best way to do that when I first set it up?",6bceeebf04
The FAQ mentions `dlt init filesystem duckdb`.  Can you explain *exactly* what this command does and why I’d use it specifically for loading data from a cloud source?,6bceeebf04
I saw something about ‘filesystem’ in the command. Does that mean I have to actually download all the cloud data onto my local machine before I can start working with it using DLT?,6bceeebf04
"The link to dlthub.com is helpful, but could you give me a little more detail on how this `filesystem` approach works for loading data from the cloud? Like, what are the key steps?",6bceeebf04
Is there a specific order I should follow when setting up my DLT project and using the `dlt init filesystem duckdb` command – especially if I’m new to DLT and haven't worked with DuckDB before?,6bceeebf04
"I'm getting a `FileNotFoundError` saying the table 'notion_pages___homework' doesn’t exist, even though I ran `db.create_table(",0407213397
 notion_pages___homework,0407213397
data”)`. What am I missing?,0407213397
"The FAQ says the error is because of ""employee_handbook"", but how exactly do I make sure *all* my pipeline settings use 'homework' instead? It’s a lot of files!",0407213397
"Okay, so this `FileNotFoundError` only happens when I try to open the table. Does that mean the table itself isn't actually being created correctly if it doesn't show up?",0407213397
"Just to be clear, the fix is *only* changing the name from 'employee_handbook' to 'homework'?  Nothing else needs adjusting in my setup?",0407213397
"I followed your instructions and changed everything to ‘homework’, but I’m still getting this error. Is there a specific way to check if the table was actually created successfully, or is it just relying on me seeing it?",0407213397
I'm getting a 'FileNotFoundError' when I run the main script – it says ‘Table notion_pages___homework does not exist’. What exactly am I supposed to do before running `db.create_table()`?,e95bfafc0e
"The error message mentions ‘notion_pages___homework’ as the table name. Is that the *exact* name of the Notion database we're using for this workshop, or is there a specific naming convention I should be following?",e95bfafc0e
"Okay, so the answer says to use `db.open_table(",e95bfafc0e
"notion_pages___homework"")`. But what if I accidentally type the table name wrong? How do I fix that error message without having to re-run the whole script every time?",e95bfafc0e
"The FAQ mentions calling `db.create_table()` before opening the table. Why is this necessary, and does it affect how the data gets loaded from Notion into the DBT project?",e95bfafc0e
"I’ve used the code snippet provided to open the table, but I still get the same error! Can you walk me through some troubleshooting steps for this 'FileNotFoundError' – like checking my environment variables or something?",e95bfafc0e
"Okay, so I’m trying to figure out what data we have available in this database. How exactly do I see a list of *all* the tables that are actually present?",e394e6f738
"I've heard about `db.table_names()`, but can you walk me through an example of how I would use it? Like, what kind of output am I expecting to get back?",e394e6f738
"Just to be clear, this `db.table_names()` method only works when the database connection is already established, right?  I don't need to do anything extra before running that command?",e394e6f738
"What if I’m using a different kind of database than just a standard one? Does `db.table_names()` still work in those situations, or would it be something different I’d need to use?",e394e6f738
"Is there any way to filter the list of tables that `db.table_names()` returns? For example, could I ask for only tables containing ‘customer’ in their name?",e394e6f738
I'm really interested in using ClickHouse with our data pipelines. Does Databricks Lakehouse (DLT) currently offer any direct connectors for ClickHouse or StarRocks databases? I’ve seen some discussions about it.,cd19f122f3
"So, DLT doesn’t have built-in support for querying ClickHouse or StarRocks right now? Is there a roadmap or plan to potentially add those connectors in the future?",cd19f122f3
I'm wondering if anyone has experience integrating ClickHouse or StarRocks with Databricks. Does DLT actively encourage community members to develop and contribute connectors for these data warehouses?,cd19f122f3
Just checking – are there any known limitations or challenges when trying to connect DLT to systems like ClickHouse or StarRocks?  I want to make sure I’m setting myself up for success.,cd19f122f3
"If DLT doesn't have native connectors, what would be the best approach for getting data from ClickHouse or StarRocks into our Databricks workspace?",cd19f122f3
I'm getting a '401 Client Error: Unauthorized' when trying to use my Notion API key. What exactly does that mean and how do I fix it?,0dfba07ace
The notebook keeps throwing this error – ‘Notebook does not have secret access or 401 Client Error: Unauthorized for url: [api.notion.com]’. Is there a specific way I need to be setting up my API key permissions?,0dfba07ace
"My Notion API key isn’t working, and I'm getting a 401 error. Should I just regenerate the whole token, or is there something else I should check first?",0dfba07ace
The FAQ mentions checking configurations – what exactly does that mean in the context of using the Notion API with this workshop notebook? Are there specific settings I need to look at?,0dfba07ace
"I’ve double-checked my API key and endpoint, but I'm *still* getting a 401 error. What should I do next after reviewing the API documentation?",0dfba07ace
I’m getting a 401 Client Error – what does that *actually* mean and how do I fix it?,4b30b918bc
The `requests` library is installing version 2.28 instead of the 2.32 version LanceDB needs. What's the best way to force installation of 2.32?,4b30b918bc
Is there a specific key I need to grant access to when getting that 401 error?  I’m not sure where to find it.,4b30b918bc
"Okay, so I tried using `pip install ",4b30b918bc
