question,answer_llm,answer_orig,document
"Just to be clear, this homework is supposed to build upon the concepts from the lesson, right?  Like, it's not completely new material?","According to the context, “Not always. If your numeric answer is close to one of the options, choose the closest option.”","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"I checked the GitHub page and the homework instructions, but I’m still struggling. The guidelines say to include code output in my Slack question – what exactly should I paste there?","According to the context, “ask in Slack and include the code or command output as text, not a screenshot.”","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"Okay, so if I’m not using OpenAI and am working with a different LLM provider – like maybe Google Gemini or something – how exactly do I figure out the token count for my homework?","To get token counts when using a different provider like Google Gemini, you need to:

1.  Get the API key saved in your `.env` file.
2.  Create an OpenAI client pointed at Google’s OpenAI-compatible base URL.
3.  Use the selected Google Gemini model name in your request.

The code example shows how to do this using the `chat.completions.create` method, which returns usage information like `input_tokens` and `prompt_tokens`.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"The answer says to look at `response.usage.input_tokens` or similar. But what *exactly* is a ‘response’ object in this context, and where do I find it when using a different model provider?  Is there a specific part of the response I should be looking for?","According to the context, “For the current Module 1 homework, get the token count from the model response object. For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.”

It also says: “If you use a non-OpenAI provider, check the provider’s response object for its usage fields and adapt the code.”","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"I see you're saying not to use `tiktoken` or `cl100k_base` with models other than OpenAI. Why is that? What’s wrong with trying to use those tokenizers on, say, Gemini or Mistral?","According to the context, “Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.”","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
If my provider *doesn’t* give me any information about token usage at all – like no ‘usage’ field in the response – what should I do then?  Is there a way to estimate the tokens?,"According to the context, “If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.”","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Just to be clear, for those multiple-choice questions where we need to pick the closest answer based on token count, does that mean we just guess which option is most likely to have fewer tokens?","According to the context, “For multiple-choice homework questions, choose the closest option.”","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Okay, so my homework submission got marked down because the repo link wasn’t returning a 200 status – what exactly *is* a GET request and why does it matter?","According to the context, “The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is.”","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"I checked and my repo is public, but still getting a 500 error. Is there anything else I could be doing wrong with the URL itself? Like, am I formatting it incorrectly somehow?","According to the context, “A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes: - **Typo in the URL** — paste the exact link.”","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
The answer says to check if I’m including `.git` at the end of the link – but what *is* a `.git` folder and why would adding it cause problems for the submission checker?,"According to the context, “Trailing `.git` — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git’.”","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"If I open the repo URL in my browser and it works fine, does that *guarantee* it will work with the submission checker? Or are there other things that could be causing a problem even if I can see it myself?","According to the context, “A quick test: open the URL in a private/incognito browser window. If it loads for you there, it’ll work for the checker too.”","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Just to clarify – so if the checker can’t reach the repo because it's private, that’s the main reason for the rejection, right? It’s not about something else going wrong with the link?","According to the context, “The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn’t publicly reachable as-is.”","The submission checker fetches the URL you submit with a GET request and expects an HTTP `200` response. A non-200 status (404, 500, etc.) almost always means the link isn't publicly reachable as-is. Check the usual causes:

- **Private repo** — make the repository public so the checker can access it.
- **Trailing `.git`** — submit the plain repository URL (e.g. `https://github.com/you/repo`), not `https://github.com/you/repo.git`.
- **Typo in the URL** — paste the exact link.

A quick test: open the URL in a private/incognito browser window. If it loads for you there, it'll work for the checker too.",bcdb8740ce
"Okay, so the FAQ says embeddings are about turning regular data into numbers... but *why* do we need to do that? What's the point of preserving meaning?","According to the context, “Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms.”","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
What exactly does it mean when an embedding algorithm gives similar numerical results for similar non-numerical inputs? Can you give me a simple example?,"According to the context, “Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms.”

A simple example: Imagine you have words like ""dog"" and ""cat."" An embedding algorithm would map both of these to a point in a multi-dimensional space where they are close together because they share the concept of “animal.”","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"You mention 'vector space model' and 'dimensionality reduction' – how are those connected to embeddings, and why are they important to understand?","According to the context, “Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms.” It also states that related concepts include the ""vector space model"" and ""dimensionality reduction."" These are important to understand because embeddings allow you to compute similarities using mathematical semantic similarity algorithms, which rely on a vector space model – where data is represented as points in a multi-dimensional space. Dimensionality reduction techniques are often used in conjunction with embeddings to reduce the number of dimensions while preserving key information.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"If I input two pieces of text that have very similar meanings, will their embeddings be close together in this ‘vector space’ you talk about?  And if so, how does that help us find things?","According to the context, “Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms.”","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
Just to make sure I get it... is an embedding basically a way to represent something – like a word or a sentence – as a list of numbers that captures its core meaning?,"According to the context, “Prepare the data so it is clean, structured, and easy to chunk and retrieve. Chunking involves breaking down documents into smaller pieces.”","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"I'm seeing a warning that says 'model ""multi-qa-mpnet-base-dot-v1"" was made on sentence transformers v3.0.0'. What exactly does this mean and why am I getting it?","According to the context, “Warning: ‘model “multi-qa-mpnet-base-dot-v1” was made on sentence transformers v3.0.0 bet’ — To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Okay, so the answer said to upgrade `sentence-transformers`. But how do I *actually* run that `pip install` command?  I’m not super familiar with the terminal.","According to the context, “To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```”","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Just to be clear, if I update `sentence-transformers` to 3.0.0 or higher, the warning should just disappear completely, right?","According to the context, “To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```”","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"What happens if I *don't* upgrade `sentence-transformers`?  Will it still work properly, or is there a risk of problems down the line?","According to the context, “The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn’t among the options.”","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Is there any specific version of `sentence-transformers` that’s recommended for this module – like 3.0.0 specifically, or is any version 3.0.0+ going to do?","According to the context, “To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```”","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Okay, so the lesson used `.dot(...)` to calculate cosine similarity, but the homework wants us to do normalization ourselves – why is that? It seems a bit confusing!","According to the context, “In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.” The homework uses classic embeddings like TF-IDF + SVD, which are not normalized by default, so you need to manually normalize the vectors before using the dot product to calculate cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"I get that embeddings from OpenAI are supposed to be normalized, but what exactly *is* normalization and why does it matter when calculating cosine similarity?","According to the context, “In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.” Also, “The `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.”","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"If I'm using TF-IDF + SVD embeddings in the homework, will `.dot(...)` still work correctly for finding similar vectors, or do I absolutely need to normalize them first?","According to the context, “In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.”","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
The answer says the dot product *is* cosine similarity if the embeddings are normalized. But how do I actually *know* if my embeddings from the model are already normalized? Is there a way to check?,"According to the context, “Also check that: - The `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.”","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"So, `.dot(...)` is just a shortcut for cosine similarity when the vectors are pre-normalized... but what's the bigger picture here? Why does normalization even matter in vector search?","According to the context, “In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.”","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Okay, so the FAQ says it's an experiment to see if I embed just the answer or just the question – but what exactly *is* a ‘hit rate’ and ‘MRR’ in this context? Like, how do I actually measure that?","According to the context, “There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.”","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"The response mentions embedding 'question + "" "" + text'. Does that mean I need to add a space between the question and the answer when creating the embeddings, or is it just for clarity?","According to the context, “In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.” The homework uses classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
I see you recommend embedding both the question *and* the answer. But wouldn’t that be super redundant? Shouldn't I just pick one method to avoid wasting resources on extra embeddings?,"According to the context, “Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.” and “Embed the question only — works because user queries look like the indexed questions.” However, “Embed `question + \"" \"" + text` — often the best, but produces longer input and slightly more cost.”","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
The FAQ says ‘pick whichever gives the best hit rate / MRR’.  But what if my dataset is really small? Will it still be useful to run those experiments and compare different embedding strategies?,"According to the context, “Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.” It also suggests, “You can tune weights by trial and error for small projects, but evaluation is the more reliable approach.”","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Could you explain a little more about why embedding 'question + "" "" + text' often performs better? Is there something specific about how that combined input helps the model understand the relationship between the question and answer?","According to the context, “Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.” The module materials include a side-by-side comparison.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Okay, so I understand cosine similarity is about comparing documents. But what exactly *is* a 'vector' in this context? Like, how does it represent a document?","According to the provided text, “Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents.” Also, “When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter.”","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
The answer mentions ‘word counts or TF-IDF values.’ Can you explain the difference between those two things and why we might use them when calculating cosine similarity?,"According to the context: “Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents.” 

TF-IDF stands for Term Frequency–Inverse Document Frequency. It's a way to represent the importance of words in a document relative to a collection of documents (a corpus). Word counts simply tell you how many times each word appears in a document. TF-IDF gives more weight to words that appear frequently in a particular document but rarely across the entire corpus, indicating they are likely important terms for that specific document.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
I see that cosine similarity ranges from -1 to 1. What would it *mean* if I got a score of -1 for my search results? Is that bad?,"According to the context, “Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.”","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
You said orthogonal vectors have no similarity – could you give me a simple example to illustrate what that actually looks like when dealing with document vectors?,"According to the context, “Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.”","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Just to be clear, this cosine similarity is only useful for comparing documents that are similar in *content*, right? It doesn’t work if the documents are just completely different topics?","According to the context, “Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents.”","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
I keep hearing about 'normalization' in relation to cosine similarity – can you explain exactly *why* we normalize the embeddings and the query vector before calculating the similarity? It seems a bit confusing!,"According to the context, “When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.” Also, “The `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.”","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"The answer mentions dot products. So, if I have a query embedding and a document embedding, how do I actually calculate the cosine similarity using just those two vectors?  Is it just multiplying them together?","According to the provided context, “Cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.” Also, “The `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.”","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"You said cosine similarity ignores magnitude. But what *does* matter then? Is it purely about the direction of the vectors, or are there other factors that influence the result?","According to the context, “The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.” Also, ""In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.""","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"Okay, so matrix multiplication is used for efficiency... but can you walk me through a simple example of how this works in practice? Like, could you show me how one might calculate cosine similarity between two embeddings using matrix operations?","According to the context: “Cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.” The lesson uses `.dot(...)` directly to compute cosine similarity in the lesson, but normalization is emphasized in the homework because embeddings from TF-IDF + SVD are not normalized by default.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
